row_number,commune_name_latin,commune_name_ar,commune_code,wilaya_code,wilaya_name_latin,wilaya_name_ar
647,AIN-ROUA,عين الروى,01906,19,SETIF,سطيف
648,DRAA-KEBILA,ذراع القبيلة,01907,19,SETIF,سطيف
649,BIR-EL-ARCH,بئر العرش,01908,19,SETIF,سطيف
650,BENI CHEBANA,بني شبانة,01909,19,SETIF,سطيف
651,OULED TEBBEN,أولاد تبان,01910,19,SETIF,سطيف
652,HAMMA,الحامة,01911,19,SETIF,سطيف
653,MAAOUIA,معاوية,01912,19,SETIF,سطيف
654,AIN-LEGRADJ,عين لقراج,01913,19,SETIF,سطيف
655,AIN ABESSA,عين عباسة,01914,19,SETIF,سطيف
656,DEHAMCHA,الدهامشة,01915,19,SETIF,سطيف
657,BABOR,بابور,01916,19,SETIF,سطيف
658,GUIDJEL,قجال,01917,19,SETIF,سطيف
659,AIN LAHDJAR,عين الحجر,01918,19,SETIF,سطيف
660,BOUSSELAM,بوسلام,01919,19,SETIF,سطيف
661,EL EULMA,العلمة,01920,19,SETIF,سطيف
662,DJEMILA,جميلة,01921,19,SETIF,سطيف
663,BENI-OUARTILANE,بني ورتيلان,01922,19,SETIF,سطيف
664,ROSFA,الرصفة,01923,19,SETIF,سطيف
665,OULED ADDOUANE,أولاد عدوان,01924,19,SETIF,سطيف
666,BELLAA,بلعة,01925,19,SETIF,سطيف
667,AIN ARNAT,عين أرنات,01926,19,SETIF,سطيف
668,AMOUCHA,عموشة,01927,19,SETIF,سطيف
669,AIN OULMANE,عين ولمان,01928,19,SETIF,سطيف
670,BEIDHA BORDJ,بيضاء برج,01929,19,SETIF,سطيف
671,BOUANDAS,بوعنداس,01930,19,SETIF,سطيف
672,BAZER-SAKRA,بازر الصخرة,01931,19,SETIF,سطيف
673,HAMAM SOUKHNA,حمام السخنة,01932,19,SETIF,سطيف
674,MEZLOUG,مزلوق,01933,19,SETIF,سطيف
675,BIR HADDADA,بئر حدادة,01934,19,SETIF,سطيف
676,SERDJ-EL-GHOUL,سرج الغول,01935,19,SETIF,سطيف
677,HARBIL,حربيل,01936,19,SETIF,سطيف
678,EL OURICIA,الوريسية,01937,19,SETIF,سطيف
679,TIZI N'BECHAR,تيزي نبشار,01938,19,SETIF,سطيف
680,SALAH BEY,صالح باي,01939,19,SETIF,سطيف
681,AIN AZEL,عين أزال,01940,19,SETIF,سطيف
682,GUENZET,قنزات,01941,19,SETIF,سطيف
683,TALA-IFACENE,تالة إيفاسن,01942,19,SETIF,سطيف
684,BOUGAA,بوقاعة,01943,19,SETIF,سطيف
685,BENI FOUDA,بني فودة,01944,19,SETIF,سطيف
686,TACHOUDA,تاشودة,01945,19,SETIF,سطيف
687,BENI-MOUHLI,بني موحلي,01946,19,SETIF,سطيف
688,OULED SABOR,أولاد صابر,01947,19,SETIF,سطيف
689,GUELLAL,قلال بوطالب,01948,19,SETIF,سطيف
690,AIN-SEBT,عين السبت,01949,19,SETIF,سطيف
691,HAMMAM GUERGOUR,حمام قرقور,01950,19,SETIF,سطيف
692,AIT NAOUAL MEZADA,أيت نوال مزادة,01951,19,SETIF,سطيف
693,KSAR EL ABTAL,قصر الابطال,01952,19,SETIF,سطيف
694,BENI OUSSINE,بني وسين,01953,19,SETIF,سطيف
695,AIT-TIZI,ايت تيزي,01954,19,SETIF,سطيف
696,MAOUAKLANE,ماوكلان,01955,19,SETIF,سطيف
697,GUELTA ZERKA,القتلة الزرقاء,01956,19,SETIF,سطيف
698,OUED EL BARAD,وادي البارد,01957,19,SETIF,سطيف
699,TAYA,الطاية,01958,19,SETIF,سطيف
700,EL-OULDJA,الولجة,01959,19,SETIF,سطيف
701,TELLA,النلعة,01960,19,SETIF,سطيف
702,SAIDA,سعيدة,02001,20,SAIDA,سعيدة
703,DOUI THABET,دوي ثابت,02002,20,SAIDA,سعيدة
704,AIN EL HADJAR,عين الحجر,02003,20,SAIDA,سعيدة
705,OULED KHALED,أولاد خالد,02004,20,SAIDA,سعيدة
706,MOULAY LARBI,مولاي العربي,02005,20,SAIDA,سعيدة
707,YOUB,يوب,02006,20,SAIDA,سعيدة
708,HOUNET,حنات,02007,20,SAIDA,سعيدة
709,SIDI AMAR,سيدي عمار,02008,20,SAIDA,سعيدة
710,SIDI BOUBEKEUR,سيدي بوبكر,02009,20,SAIDA,سعيدة
711,EL HASSASNA,الحساسنة,02010,20,SAIDA,سعيدة
712,MAAMORA,المعمورة,02011,20,SAIDA,سعيدة
713,SIDI AHMED,سيدي احمد,02012,20,SAIDA,سعيدة
714,AIN SEKHOUNA,عين السخونة,02013,20,SAIDA,سعيدة
715,OULED BRAHIM,أولاد إبراهيم,02014,20,SAIDA,سعيدة
716,TIRCINE,تيرسين,02015,20,SAIDA,سعيدة
717,AIN SOLTANE,عين السلطان,02016,20,SAIDA,سعيدة
718,SKIKDA,سكيكدة,02101,21,SKIKDA,سكيكدة
719,AIN ZOUIT,عين زويت,02102,21,SKIKDA,سكيكدة
720,EL HADAIEK,الحدائق,02103,21,SKIKDA,سكيكدة
721,AZZABA,عزابة,02104,21,SKIKDA,سكيكدة
722,DJENDEL SAADI MOHAMED,جندل سعيدي محمد,02105,21,SKIKDA,سكيكدة
723,AIN CHARCHAR,عين الشرشار,02106,21,SKIKDA,سكيكدة
724,BEKKOUCHE LAKHDAR,بكوش الأخضر,02107,21,SKIKDA,سكيكدة
725,BEN AZZOUZ,بن عزوز,02108,21,SKIKDA,سكيكدة
726,ES SEBT,السبت,02109,21,SKIKDA,سكيكدة
727,COLLO,القل,02110,21,SKIKDA,سكيكدة
728,BENI ZID,بني زيد,02111,21,SKIKDA,سكيكدة
729,KERKERA,الكركرة,02112,21,SKIKDA,سكيكدة
730,OULED ATTIA,أولاد عطية,02113,21,SKIKDA,سكيكدة
731,OUED ZHOUR,وادي الزهور,02114,21,SKIKDA,سكيكدة
732,ZITOUNA,الزيتونة,02115,21,SKIKDA,سكيكدة
733,EL ARROUCH,الحروش,02116,21,SKIKDA,سكيكدة
734,ZERDEZAS,زردازة,02117,21,SKIKDA,سكيكدة
735,OULED HABBEBA,أولاد حبابة,02118,21,SKIKDA,سكيكدة
736,SIDI MEZGHICHE,سيدي مزغيش,02119,21,SKIKDA,سكيكدة
737,EMJEZ EDCHICH,مجاز الدشيش,02120,21,SKIKDA,سكيكدة
738,BENI OULBANE,بني ولبان,02121,21,SKIKDA,سكيكدة
739,AIN BOUZIANE,عين بوزيان,02122,21,SKIKDA,سكيكدة
740,RAMDANE DJAMEL,ومضان جمال,02123,21,SKIKDA,سكيكدة
741,BENI BECHIR,بني بشير,02124,21,SKIKDA,سكيكدة
742,SALAH BOUCHAOUR,صالح بو الشعور,02125,21,SKIKDA,سكيكدة
743,TAMALOUS,تمالوس,02126,21,SKIKDA,سكيكدة
744,AIN KECHERA,عين قشرة,02127,21,SKIKDA,سكيكدة
745,OUM TOUB,أم الطوب,02128,21,SKIKDA,سكيكدة
746,BIN EL OUIDEN,بين الويدان,02129,21,SKIKDA,سكيكدة
747,FILFILA,فلفلة,02130,21,SKIKDA,سكيكدة
748,CHERAIA,الشرائع,02131,21,SKIKDA,سكيكدة
749,KANOUA,قنواع,02132,21,SKIKDA,سكيكدة
750,EL GHEDIR,الغدير,02133,21,SKIKDA,سكيكدة
751,BOUCHETATA,بوشطاطة,02134,21,SKIKDA,سكيكدة
752,OULDJA BOULBALOUT,الولجة بولبلوط,02135,21,SKIKDA,سكيكدة
753,KHENAG MAYOUM,خنق مايون,02136,21,SKIKDA,سكيكدة
754,HAMADI KROUMA,حمادي كرومة,02137,21,SKIKDA,سكيكدة
755,EL MARSA,المرسى,02138,21,SKIKDA,سكيكدة
756,SIDI BEL-ABBES,سيدي بلعباس,02201,22,SIDI BEL ABBES,سيدي بلعباس
757,TESSALA,تسالة,02202,22,SIDI BEL ABBES,سيدي بلعباس
758,SIDI BRAHIM,سيدي ابراهيم,02203,22,SIDI BEL ABBES,سيدي بلعباس
759,MOSTEFA BEN BRAHIM,مصطفى بن ابراهيم,02204,22,SIDI BEL ABBES,سيدي بلعباس
760,TELAGH,تلاغ,02205,22,SIDI BEL ABBES,سيدي بلعباس
761,MEZAOUROU,مزاورو,02206,22,SIDI BEL ABBES,سيدي بلعباس
762,BOUKHANAFIS,بوخنيفيس,02207,22,SIDI BEL ABBES,سيدي بلعباس
763,SIDI ALI BOUSSIDI,سيدي علي بوسيدي,02208,22,SIDI BEL ABBES,سيدي بلعباس
764,BADREDINE EL MOKRANI,بدر الدين المقراني,02209,22,SIDI BEL ABBES,سيدي بلعباس
765,MARHOUM,مرحوم,02210,22,SIDI BEL ABBES,سيدي بلعباس
766,TAFISSOUR,تافيسور,02211,22,SIDI BEL ABBES,سيدي بلعباس
767,AMARNAS,امرناس,02212,22,SIDI BEL ABBES,سيدي بلعباس
768,TILMOUNI,تيلموني,02213,22,SIDI BEL ABBES,سيدي بلعباس
769,SIDI LAHCENE,سيدي لحسن,02214,22,SIDI BEL ABBES,سيدي بلعباس
770,AIN THRID,عين الثريد,02215,22,SIDI BEL ABBES,سيدي بلعباس
771,MAKEDRA,مقدرة,02216,22,SIDI BEL ABBES,سيدي بلعباس
772,TENIRA,تنيرة,02217,22,SIDI BEL ABBES,سيدي بلعباس
773,MOULAY SLISSEN,مولاي سليسن,02218,22,SIDI BEL ABBES,سيدي بلعباس
774,EL HACAIBA,الحصيبة,02219,22,SIDI BEL ABBES,سيدي بلعباس
775,HASSI ZAHANA,حاسي زهانة,02220,22,SIDI BEL ABBES,سيدي بلعباس
776,TABIA,طابية,02221,22,SIDI BEL ABBES,سيدي بلعباس
777,MERINE,مرين,02222,22,SIDI BEL ABBES,سيدي بلعباس
778,RAS EL MA,راس الماء,02223,22,SIDI BEL ABBES,سيدي بلعباس
779,AIN TINDAMINE,عين تندمين,02224,22,SIDI BEL ABBES,سيدي بلعباس
780,AIN KADA,عين قادة,02225,22,SIDI BEL ABBES,سيدي بلعباس
781,M'CID,مسيد,02226,22,SIDI BEL ABBES,سيدي بلعباس
782,SIDI KHALED,سيدي خالد,02227,22,SIDI BEL ABBES,سيدي بلعباس
783,AIN EL BERD,عين البرد,02228,22,SIDI BEL ABBES,سيدي بلعباس
784,SFISSEF,الزفيزف,02229,22,SIDI BEL ABBES,سيدي بلعباس
785,AIN- ADDEN,عين عدان,02230,22,SIDI BEL ABBES,سيدي بلعباس
786,OUED TAOURIRA,وادي تاوريرة,02231,22,SIDI BEL ABBES,سيدي بلعباس
787,DHAYA,الضاية,02232,22,SIDI BEL ABBES,سيدي بلعباس
788,ZEROUALA,زروالة,02233,22,SIDI BEL ABBES,سيدي بلعباس
789,LAMTAR,لمطار,02234,22,SIDI BEL ABBES,سيدي بلعباس
790,SIDI CHAIB,سيدي شعيب,02235,22,SIDI BEL ABBES,سيدي بلعباس
791,SIDI DAHOU ZAIRS,سيدي دحو الزاير,02236,22,SIDI BEL ABBES,سيدي بلعباس
792,OUED SEBAA,وادي السبع,02237,22,SIDI BEL ABBES,سيدي بلعباس
793,BOUDJEBAA EL BORDJ,بوجبع البرج,02238,22,SIDI BEL ABBES,سيدي بلعباس
794,SEHALA THAOURA,سحالة ثاورة,02239,22,SIDI BEL ABBES,سيدي بلعباس
795,SIDI YACOUB,سيدي يعقوب,02240,22,SIDI BEL ABBES,سيدي بلعباس
796,SIDI HAMADOUCHE,سيدي حمادوش,02241,22,SIDI BEL ABBES,سيدي بلعباس
797,BELARBI,بلعربي,02242,22,SIDI BEL ABBES,سيدي بلعباس
798,OUED SEFIOUN,وادي سفيون,02243,22,SIDI BEL ABBES,سيدي بلعباس
799,TEGHALIMET,تغليمت,02244,22,SIDI BEL ABBES,سيدي بلعباس
800,BEN BADIS,بن باديس,02245,22,SIDI BEL ABBES,سيدي بلعباس
801,SIDI ALI BENYOUB,سيدي علي بن يوب,02246,22,SIDI BEL ABBES,سيدي بلعباس
802,CHETOUANE BELAILA,شتوان بليلة,02247,22,SIDI BEL ABBES,سيدي بلعباس
803,BIR EL HAMMAM,بئر الحمام,02248,22,SIDI BEL ABBES,سيدي بلعباس
804,TAOUDMOUT,تاودموت,02249,22,SIDI BEL ABBES,سيدي بلعباس
805,REDJEM DEMOUCHE,رجم دموش,02250,22,SIDI BEL ABBES,سيدي بلعباس
806,BENACHIBA CHELIA,بن عشيبة شلية,02251,22,SIDI BEL ABBES,سيدي بلعباس
807,HASSI DAHOU,حاسي دحو,02252,22,SIDI BEL ABBES,سيدي بلعباس
808,ANNABA,عنابة,02301,23,ANNABA,عنابة
809,BERRAHEL,برحال,02302,23,ANNABA,عنابة
810,EL HADJAR,الحجار,02303,23,ANNABA,عنابة
811,EULMA,العلمة,02304,23,ANNABA,عنابة
812,EL BOUNI,البوني,02305,23,ANNABA,عنابة
813,OUED EL ANEB,وادي العنب,02306,23,ANNABA,عنابة
814,CHEURFA,الشرفاء,02307,23,ANNABA,عنابة
815,SERAIDI,سرايدي,02308,23,ANNABA,عنابة
816,AIN BERDA,العين الباردة,02309,23,ANNABA,عنابة
817,CHETAIBI,شطايبي,02310,23,ANNABA,عنابة
818,SIDI AMAR,سيد عامر,02311,23,ANNABA,عنابة
819,TREAT,التريعات,02312,23,ANNABA,عنابة
820,GUELMA,قالمة,02401,24,GUELMA,قالمة
821,NECHMAYA,نشماية,02402,24,GUELMA,قالمة
822,BOUATI MAHMOUD,بوعاطي محمود,02403,24,GUELMA,قالمة
823,OUED ZENATI,وادي الزناتي,02404,24,GUELMA,قالمة
824,TAMLOUKA,تاملوكة,02405,24,GUELMA,قالمة
825,OUED FRAGHA,وادي فراغا,02406,24,GUELMA,قالمة
826,SIDI SANDEL,عين صندل,02407,24,GUELMA,قالمة
827,RAS EL AGBA,رأس العقبة,02408,24,GUELMA,قالمة
828,DAHOUARA,الداواهرة,02409,24,GUELMA,قالمة
829,BELKHEIR,بلخير,02410,24,GUELMA,قالمة
830,BEN DJARAH,بن جراح,02411,24,GUELMA,قالمة
831,BOU HAMDANE,بوحمدان,02412,24,GUELMA,قالمة
832,AIN MAKHLOUF,عين مخلوف,02413,24,GUELMA,قالمة
833,AIN BEN BEIDA,عين بن بيضاء,02414,24,GUELMA,قالمة
834,KHEZARA,خزارة,02415,24,GUELMA,قالمة
835,BENI MEZLINE,بني مزلين,02416,24,GUELMA,قالمة
836,BOU HACHANA,بوحشانة,02417,24,GUELMA,قالمة
837,GUELAAT BOU SBAA,قلعة بوصبع,02418,24,GUELMA,قالمة
838,HAMAM DEBAGH,حمام دباغ,02419,24,GUELMA,قالمة
839,EL FEDJOUDJ,الفجوج,02420,24,GUELMA,قالمة
840,BORDJ SABAT,برج صباط,02421,24,GUELMA,قالمة
841,HAMMAM N'BAIL,حمام النبايل,02422,24,GUELMA,قالمة
842,AIN LARBI,عين العربي,02423,24,GUELMA,قالمة
843,MEDJEZ AMAR,مجاز عمار,02424,24,GUELMA,قالمة
844,BOUCHEGOUF,بوشقوف,02425,24,GUELMA,قالمة
845,HELIOPOLIS,هيليوبوليس,02426,24,GUELMA,قالمة
846,AIN HESSANIA,عين الحساينية,02427,24,GUELMA,قالمة
847,ROKNIA,الركنية,02428,24,GUELMA,قالمة
848,SELLAOUA ANNOUNA,سلاوة عنونة,02429,24,GUELMA,قالمة
849,MEDJEZ SFA,مجاز الصفاء,02430,24,GUELMA,قالمة
850,BOUHAMRA AHMED,بومهرة أحمد,02431,24,GUELMA,قالمة
851,AIN REGGADA,عين رقادة,02432,24,GUELMA,قالمة
852,OUED CHEHAM,وادي الشحم,02433,24,GUELMA,قالمة
853,DJEBALLAH KHEMISSI,جبالة الخميسي,02434,24,GUELMA,قالمة
854,CONSTANTINE,قسنطينة,02501,25,CONSTANTINE,قسنطينة
855,HAMMA BOUZIANE,حامة بوزيان,02502,25,CONSTANTINE,قسنطينة
856,BEN BADIS,إبن باديس الهرية,02503,25,CONSTANTINE,قسنطينة
857,ZIGHOUD YOUCEF,زيغود يوسف,02504,25,CONSTANTINE,قسنطينة
858,DIDOUCHE MOURAD,ديدوش مراد,02505,25,CONSTANTINE,قسنطينة
859,EL KHROUB,الخروب,02506,25,CONSTANTINE,قسنطينة
860,AIN ABID,عين عبيد,02507,25,CONSTANTINE,قسنطينة
861,BENI HAMIDENE,بني حميدان,02508,25,CONSTANTINE,قسنطينة
862,OULED RAHMOUNI,أولاد رحمون,02509,25,CONSTANTINE,قسنطينة
863,AIN SMARA,عين السمارة,02510,25,CONSTANTINE,قسنطينة
864,MESSAOUD BOUJERIOU,بوجريو مسعود,02511,25,CONSTANTINE,قسنطينة
865,IBN ZIAD,إبن زياد,02512,25,CONSTANTINE,قسنطينة
866,MEDEA,المدية,02601,26,MEDEA,المدية
867,OUZERA,وزرة,02602,26,MEDEA,المدية
868,OULED MAAREF,أولاد معروف,02603,26,MEDEA,المدية
869,AIN BOUCIF,عين بوسيف,02604,26,MEDEA,المدية
870,AISSAOUIA,العيساوية,02605,26,MEDEA,المدية
871,OULED DEID,أولاد دايد,02606,26,MEDEA,المدية
872,EL OMARIA,العمرية,02607,26,MEDEA,المدية
873,DERRAG,دراق,02608,26,MEDEA,المدية
874,EL GUELBELKEBIR,القلب الكبير,02609,26,MEDEA,المدية
875,BOUAICHE,بوعيش,02610,26,MEDEA,المدية
876,MEZERANA,مزغنة,02611,26,MEDEA,المدية
877,OULED BRAHIM,أولاد إبراهيم,02612,26,MEDEA,المدية
878,DAMIAT,دميات,02613,26,MEDEA,المدية
879,SIDI ZIANE,سيدي زيان,02614,26,MEDEA,المدية
880,TAMESGUIDA,تمسقيدة,02615,26,MEDEA,المدية
881,EL HAMDANIA,الحمدانية,02616,26,MEDEA,المدية
882,KEF LAKHDAR,الكاف الاخضر,02617,26,MEDEA,المدية
883,CHELALET EL ADHAOURA,شلالة العذاورة,02618,26,MEDEA,المدية
884,BOUSKENE,بوسكن,02619,26,MEDEA,المدية
885,REBAIA,الربعية,02620,26,MEDEA,المدية
886,BOUCHRAHIL,بوشراحيل,02621,26,MEDEA,المدية
887,OULED HELLAL,أولاد هلال,02622,26,MEDEA,المدية
888,TAFRAOUT,تفراوت,02623,26,MEDEA,المدية
889,BAATA,بعطة,02624,26,MEDEA,المدية
890,BOGHAR,بوغار,02625,26,MEDEA,المدية
891,SIDI NAAMANE,سيدي نعمان,02626,26,MEDEA,المدية
892,OULED BOUACHRA,أولاد بوعشرة,02627,26,MEDEA,المدية
893,SIDI ZAHAR,سيدي زهار,02628,26,MEDEA,المدية
894,OUED HARBIL,وادي حربيل,02629,26,MEDEA,المدية
895,BEN CHICAO,بن شكاو,02630,26,MEDEA,المدية
896,SIDI DEMED,سيدي دامد,02631,26,MEDEA,المدية
897,AZIZ,عزيز,02632,26,MEDEA,المدية
898,SOUAGUI,السواقي,02633,26,MEDEA,المدية
899,ZOUBIRIA,الزبيرية,02634,26,MEDEA,المدية
900,KSAR EL BOUKHARI,قصر البخاري,02635,26,MEDEA,المدية
901,EL AZIZIA,العزيزية,02636,26,MEDEA,المدية
902,DJOUAB,جواب,02637,26,MEDEA,المدية
903,CHABOUNIA,الشهبونية,02638,26,MEDEA,المدية
904,MAGHRAOUA,مغراوة,02639,26,MEDEA,المدية
905,CHENIGUEL,شنيقل,02640,26,MEDEA,المدية
906,AIN OUKSIR,عين القصيرة,02641,26,MEDEA,المدية
907,OUM EL DJELLIL,أم الجليل,02642,26,MEDEA,المدية
908,OUAMRI,عوامري,02643,26,MEDEA,المدية
909,SI MAHDJOUB,سي المحجوب,02644,26,MEDEA,المدية
910,TLETAT ED DOUAIR,ثلاث دوائر,02645,26,MEDEA,المدية
911,BENI SLIMANE,بني سليمان,02646,26,MEDEA,المدية
912,BERROUAGHIA,البرواقية,02647,26,MEDEA,المدية
913,SEGHOUANE,سغوان,02648,26,MEDEA,المدية
914,MEFTAHA,مفتاح,02649,26,MEDEA,المدية
915,MIHOUB,ميهوب,02650,26,MEDEA,المدية
916,BOUGHZOUL,بوغزول,02651,26,MEDEA,المدية
917,TABLAT,تابلاط,02652,26,MEDEA,المدية
918,DEUX BASSINS,الحوضان,02653,26,MEDEA,المدية
919,DRAA ESSAMAR,ذراع السمار,02654,26,MEDEA,المدية
920,SIDI RABIE,سيدي الربيع,02655,26,MEDEA,المدية
921,BIR BEN LAABED,بئر بن عابد,02656,26,MEDEA,المدية
922,EL OUINET,العوينات,02657,26,MEDEA,المدية
923,OULED ANTAR,أولاد عنتر,02658,26,MEDEA,المدية
924,BOUAICHOUNE,بوعيشون,02659,26,MEDEA,المدية
925,HANNACHA,حناشة,02660,26,MEDEA,المدية
926,SEDRAYA,سدراية,02661,26,MEDEA,المدية
927,MEDJEBAR,مجبر,02662,26,MEDEA,المدية
928,KHAMS DJOUAMAA,خمس جوامع,02663,26,MEDEA,المدية
929,SANEG,السائق,02664,26,MEDEA,المدية
930,MOSTAGANEM,مستغانم,02701,27,MOSTAGANEM,مستغانم
931,SAYADA,صيادة,02702,27,MOSTAGANEM,مستغانم
932,FORNAKA,فرناقة,02703,27,MOSTAGANEM,مستغانم
933,STIDIA,ستيدية,02704,27,MOSTAGANEM,مستغانم
934,AIN-NOUISSY,عين نويسي,02705,27,MOSTAGANEM,مستغانم
935,HASSI MAMECHE,حاسي معمش,02706,27,MOSTAGANEM,مستغانم
936,AIN-TEDLES,عين تادلس,02707,27,MOSTAGANEM,مستغانم
937,SOUR,سور,02708,27,MOSTAGANEM,مستغانم
938,OUED EL KHEIR,وادي الخير,02709,27,MOSTAGANEM,مستغانم
939,SIDI BELAATTAR,سيدي بلعطار,02710,27,MOSTAGANEM,مستغانم
940,KHEIR-EDDINE,خير الدين,02711,27,MOSTAGANEM,مستغانم
941,SIDI ALI,سيدي علي,02712,27,MOSTAGANEM,مستغانم
942,BENABDELMALEK RAMDANE,بن عبد المالك رمضان,02713,27,MOSTAGANEM,مستغانم
943,HADJADJ,حجاج,02714,27,MOSTAGANEM,مستغانم
944,NEKMARIA,نكمارية,02715,27,MOSTAGANEM,مستغانم
945,SIDI-LAKHDAR,سيدي لخضر,02716,27,MOSTAGANEM,مستغانم
946,ACHAACHA,عشعاشة,02717,27,MOSTAGANEM,مستغانم
947,KHADRA,خضراء,02718,27,MOSTAGANEM,مستغانم
948,BOUGUIRAT,بوقيراط,02719,27,MOSTAGANEM,مستغانم
949,SIRAT,سيرات,02720,27,MOSTAGANEM,مستغانم
950,AIN-SIDI CHERIF,عين سيدي الشريف,02721,27,MOSTAGANEM,مستغانم
